Date,Close
1999-01-04,100.0
2000-06-30,100.0
2000-07-03,101.28882286370153
2000-07-05,97.88960239490548
2000-07-06,101.62724407256817
2000-07-07,103.03956108817326
2000-07-10,100.42606387821272
2000-07-11,100.0422801351647
2000-07-12,102.03989022915087
2000-07-13,103.05855387635347
2000-07-14,104.94150509411816
2000-07-17,105.23731666978296
2000-07-18,103.3539441407791
2000-07-19,99.5885471558856
2000-07-20,102.82017031560721
2000-07-21,99.90139503753879
2000-07-24,98.09932427423728
2000-07-25,99.16250555447155
2000-07-26,98.3608661505485
2000-07-27,98.26052266858783
2000-07-28,93.88410643262287
2000-07-31,96.33922282624093
2000-08-01,93.64741574268959
2000-08-02,92.20315675157732
2000-08-03,95.17671921289349
2000-08-04,94.02840156038835
2000-08-07,94.94739976752558
2000-08-08,95.70084666184239
2000-08-09,97.83883649804326
2000-08-10,94.18880581353822
2000-08-11,95.47945492074746
2000-08-14,97.02521752312278
2000-08-15,96.60161529855114
2000-08-16,96.3345127014579
2000-08-17,97.78054895726498
2000-08-18,97.79693183778474
2000-08-21,99.39297667904114
2000-08-22,99.35141027266863
2000-08-23,101.54929572760784
2000-08-24,101.2219134979845
2000-08-25,99.83441040407182
2000-08-28,100.89078613840151
2000-08-29,101.076661648591
2000-08-30,100.37822443147562
2000-08-31,102.01336687334175
2000-09-01,101.6835630467724
2000-09-05,98.0536910468368
2000-09-06,95.12956770882309
2000-09-07,97.25681532000198
2000-09-08,94.7030259938063
2000-09-11,92.80046713129155
2000-09-12,91.49482964717427
2000-09-13,90.91294999982316
2000-09-14,89.00537825267412
2000-09-15,87.94743022225418
2000-09-18,85.28169083041574
2000-09-19,89.35037051692834
2000-09-20,90.76382470221327
2000-09-21,89.05067436597545
2000-09-22,81.85356897376471
2000-09-25,78.21630625559436
2000-09-26,77.0464162441593
2000-09-27,77.28715485696074
2000-09-28,78.88015094441005
2000-09-29,75.0840125104921
2000-10-02,73.9458353253442
2000-10-03,73.06162983692909
2000-10-04,74.38762377148592
2000-10-05,73.45151400217802
2000-10-06,72.38158632966895
2000-10-09,70.16065615169954
2000-10-10,68.44546925464853
2000-10-11,67.95039930574825
2000-10-12,67.45969548278256
2000-10-13,71.64821589314803
2000-10-16,67.10482422899831
2000-10-17,67.37046326526865
2000-10-18,67.89290302507504
2000-10-19,77.36277853781534
2000-10-20,79.03645415986156
2000-10-23,76.9896649617649
2000-10-24,75.62911846509621
2000-10-25,73.1900693131785
2000-10-26,77.69115082665644
2000-10-27,78.76233923074393
2000-10-30,77.5004059593038
2000-10-31,80.07642127051017
2000-11-01,79.53392794456688
2000-11-02,82.35314781268077
2000-11-03,81.51860998459868
2000-11-06,81.63371466282041
2000-11-07,82.6742161953119
2000-11-08,78.33995525837793
2000-11-09,78.98940393676116
2000-11-10,73.74900514373896
2000-11-13,73.99238323373561
2000-11-14,77.78648703422658
2000-11-15,78.88396275305556
2000-11-16,76.48107802638853
2000-11-17,78.05024384799047
2000-11-20,76.18839453207383
2000-11-21,78.28134810672572
2000-11-22,76.34678334307061
2000-11-24,79.49178931823744
2000-11-27,79.20365580589632
2000-11-28,76.36861850153154
2000-11-29,76.08494089958582
2000-11-30,68.46359315424371
2000-12-01,66.53970535176288
2000-12-04,64.72479829590853
2000-12-05,70.82416689782997
2000-12-06,66.93717717492065
2000-12-07,64.78540723677054
2000-12-08,67.35641334849954
2000-12-11,71.86188520166195
2000-12-12,71.30240791484972
2000-12-13,68.76572632066234
2000-12-14,67.6253144494129
2000-12-15,62.01673989656834
2000-12-18,59.43199042841691
2000-12-19,56.83428604298632
2000-12-20,52.308460923141425
2000-12-21,54.01101538555174
2000-12-22,57.49937075164299
2000-12-26,57.33165380783797
2000-12-27,57.69644105691421
2000-12-28,56.248734510725725
2000-12-29,53.80636402890933
2001-01-02,50.58357502520427
2001-01-03,57.90789323020154
2001-01-04,56.95362365017597
2001-01-05,53.92243322619603
2001-01-08,54.15499368756923
2001-01-09,54.94821716125269
2001-01-10,55.912006677004555
2001-01-11,57.563603959287434
2001-01-12,56.53089114352458
2001-01-16,56.02768736938594
2001-01-17,56.307498579241624
2001-01-18,58.69123109034386
2001-01-19,60.41133460820288
2001-01-22,60.69834864960866
2001-01-23,62.139753718641344
2001-01-24,62.58110818609339
2001-01-25,60.65828417040092
2001-01-26,62.616658627186254
2001-01-29,63.85999084806482
2001-01-30,63.07480468702187
2001-01-31,61.33664338606401
2001-02-01,62.3575331627913
2001-02-02,60.343051793236896
2001-02-05,60.18458252680799
2001-02-06,60.63754567638334
2001-02-07,60.46016561233253
2001-02-08,59.06926067061995
2001-02-09,55.85900659374819
2001-02-12,56.911717872446104
2001-02-13,55.33723276594874
2001-02-14,56.94933014971209
2001-02-15,58.1629678610202
2001-02-16,55.31621044681973
2001-02-20,52.79366363686927
2001-02-21,51.76605682465406
2001-02-22,51.02152311018615
2001-02-23,50.94416096788082
2001-02-26,52.34770333814632
2001-02-27,50.11909476461408
2001-02-28,49.36218092265932
2001-03-01,50.882483343970634
2001-03-02,48.442145790665066
2001-03-05,49.56966235480869
2001-03-06,50.63841857444545
2001-03-07,51.37378765740561
2001-03-08,50.35271386438263
2001-03-09,46.65976167746683
2001-03-12,42.90978189504889
2001-03-13,45.873102693540304
2001-03-14,45.40129661463528
2001-03-15,44.98094901643992
2001-03-16,44.414917249979965
2001-03-19,45.96980297971355
2001-03-20,43.651662395811016
2001-03-21,44.19886749691996
2001-03-22,46.25105834215994
2001-03-23,46.35632115404593
2001-03-26,45.7746136757735
2001-03-27,47.64633295712219
2001-03-28,44.81762596820252
2001-03-29,43.51650802444058
2001-03-30,43.61802551811452
2001-04-02,43.27826960150284
2001-04-03,41.0404213657456
2001-04-04,39.88882732781474
2001-04-05,43.157099132293
2001-04-06,40.47847478503717
2001-04-09,39.887690846360115
2001-04-10,42.569515272683475
